"STATION","NAME","DATE","TMAX","TMIN"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-08-03","85","75"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-08-04","84","73"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-08-05","84","68"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-08-06","84","68"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-08-07","80","73"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-08-08","84","72"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-08-09","80","73"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-08-10","82","71"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-08-11","83","73"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-08-12","88","73"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-08-13","86","75"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-08-14","92","76"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-08-15","93","76"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-08-16","90","73"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-08-17","87","69"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-08-18","85","71"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-08-19","84","71"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-08-20","86","71"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-08-21","89","73"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-08-22","94","76"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-08-23","85","69"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-08-24","81","64"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-08-25","90","65"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-08-26","90","69"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-08-27","86","70"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-08-28","87","69"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-08-29","90","74"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-08-30","92","73"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-08-31","77","67"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-09-01","85","70"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-09-02","84","73"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-09-03","81","72"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-09-04","77","70"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-09-05","76","62"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-09-06","77","58"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-09-07","78","60"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-09-08","81","63"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-09-09","76","62"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-09-10","75","59"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-09-11","79","59"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-09-12","68","62"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-09-13","82","66"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-09-14","77","70"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-09-15","84","69"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-09-16","78","63"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-09-17","78","58"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-09-18","77","66"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-09-19","79","67"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-09-20","85","64"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-09-21","79","66"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-09-22","80","68"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-09-23","79","61"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-09-24","74","56"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-09-25","79","61"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-09-26","80","65"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-09-27","81","65"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-09-28","72","56"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-09-29","67","53"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-09-30","66","49"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-10-01","60","52"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-10-02","58","43"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-10-03","59","39"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-10-04","69","50"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-10-05","65","48"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-10-06","68","49"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-10-07","71","50"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-10-08","75","55"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-10-09","77","58"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-10-10","69","56"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-10-11","74","61"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-10-12","78","55"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-10-13","73","56"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-10-14","67","56"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-10-15","64","49"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-10-16","69","45"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-10-17","63","50"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-10-18","61","46"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-10-19","68","47"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-10-20","66","45"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-10-21","74","56"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-10-22","61","46"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-10-23","52","41"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-10-24","58","37"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-10-25","62","41"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-10-26","71","60"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-10-27","65","47"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-10-28","56","42"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-10-29","59","46"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-10-30","65","42"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-10-31","70","47"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-11-01","81","51"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-11-02","77","55"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-11-03","76","57"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-11-04","78","57"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-11-05","81","65"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-11-06","68","62"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-11-07","63","52"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-11-08","53","39"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-11-09","46","33"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-11-10","50","31"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-11-11","59","42"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-11-12","61","53"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-11-13","63","39"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-11-14","51","36"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-11-15","55","42"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-11-16","54","44"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-11-17","64","47"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-11-18","58","44"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-11-19","70","54"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-11-20","59","43"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-11-21","74","40"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-11-22","66","45"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-11-23","65","44"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-11-24","66","40"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-11-25","45","33"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-11-26","50","36"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-11-27","56","41"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-11-28","63","43"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-11-29","46","34"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-11-30","50","36"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-12-01","55","38"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-12-02","43","31"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-12-03","38","28"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-12-04","39","29"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-12-05","38","32"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-12-06","34","29"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-12-07","37","28"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-12-08","42","27"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-12-09","47","32"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-12-10","57","34"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-12-11","58","39"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-12-12","45","31"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-12-13","38","28"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-12-14","37","29"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-12-15","43","34"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-12-16","51","30"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-12-17","50","33"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-12-18","38","32"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-12-19","37","30"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-12-20","40","28"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-12-21","44","25"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-12-22","57","34"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-12-23","62","43"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-12-24","56","35"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-12-25","43","31"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-12-26","44","33"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-12-27","54","35"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-12-28","52","29"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-12-29","60","33"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-12-30","54","37"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2003-12-31","49","29"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-01-01","55","35"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-01-02","50","42"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-01-03","68","43"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-01-04","72","46"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-01-05","49","41"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-01-06","42","24"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-01-07","32","20"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-01-08","35","20"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-01-09","34","18"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-01-10","21","8"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-01-11","32","14"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-01-12","52","28"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-01-13","54","32"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-01-14","33","25"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-01-15","36","20"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-01-16","30","15"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-01-17","36","21"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-01-18","39","28"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-01-19","31","23"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-01-20","31","22"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-01-21","31","19"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-01-22","49","23"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-01-23","27","17"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-01-24","28","19"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-01-25","22","14"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-01-26","22","16"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-01-27","31","22"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-01-28","30","21"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-01-29","40","16"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-01-30","30","19"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-01-31","27","14"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-02-01","34","15"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-02-02","39","18"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-02-03","42","28"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-02-04","43","31"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-02-05","36","26"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-02-06","37","31"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-02-07","46","32"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-02-08","37","26"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-02-09","49","26"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-02-10","54","34"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-02-11","45","34"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-02-12","44","33"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-02-13","51","30"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-02-14","51","32"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-02-15","42","25"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-02-16","36","19"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-02-17","38","25"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-02-18","46","28"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-02-19","60","33"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-02-20","59","36"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-02-21","59","42"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-02-22","47","36"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-02-23","48","31"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-02-24","44","33"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-02-25","45","29"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-02-26","42","30"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-02-27","51","35"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-02-28","59","31"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-02-29","66","31"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-03-01","69","37"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-03-02","73","50"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-03-03","67","49"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-03-04","61","49"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-03-05","77","48"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-03-06","73","50"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-03-07","60","43"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-03-08","49","36"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-03-09","47","31"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-03-10","46","34"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-03-11","56","32"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-03-12","50","36"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-03-13","48","31"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-03-14","54","34"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-03-15","64","48"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-03-16","51","36"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-03-17","41","34"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-03-18","49","34"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-03-19","50","38"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-03-20","62","33"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-03-21","62","33"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-03-22","41","28"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-03-23","51","26"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-03-24","63","34"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-03-25","70","47"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-03-26","76","52"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-03-27","70","56"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-03-28","65","45"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-03-29","53","40"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-03-30","48","38"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-03-31","53","44"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-04-01","49","44"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-04-02","49","44"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-04-03","55","43"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-04-04","50","37"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-04-05","49","31"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-04-06","62","35"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-04-07","77","47"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-04-08","56","46"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-04-09","66","42"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-04-10","64","45"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-04-11","53","44"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-04-12","48","45"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-04-13","52","44"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-04-14","53","48"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-04-15","64","45"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-04-16","67","40"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-04-17","84","46"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-04-18","87","57"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-04-19","91","60"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-04-20","81","62"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-04-21","77","57"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-04-22","82","64"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-04-23","82","60"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-04-24","73","58"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-04-25","66","56"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-04-26","69","56"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-04-27","67","44"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-04-28","64","40"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-04-29","78","50"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-04-30","78","58"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-05-01","79","61"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-05-02","81","57"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-05-03","57","48"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-05-04","64","44"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-05-05","71","49"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-05-06","76","50"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-05-07","89","59"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-05-08","67","55"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-05-09","83","54"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-05-10","86","64"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-05-11","89","68"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-05-12","86","68"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-05-13","85","68"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-05-14","87","70"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-05-15","88","67"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-05-16","81","67"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-05-17","82","67"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-05-18","85","67"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2004-05-19","79","67"
