"STATION","NAME","DATE","TMAX","TMIN"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1992-12-18","48","35"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1992-12-19","50","34"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1992-12-20","55","38"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1992-12-21","43","30"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1992-12-22","50","34"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1992-12-23","52","39"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1992-12-24","46","24"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1992-12-25","40","20"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1992-12-26","39","27"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1992-12-27","35","22"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1992-12-28","38","30"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1992-12-29","47","37"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1992-12-30","51","41"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1992-12-31","67","47"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-01-01","62","32"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-01-02","41","28"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-01-03","44","31"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-01-04","65","41"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-01-05","65","41"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-01-06","51","39"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-01-07","48","39"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-01-08","44","39"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-01-09","39","32"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-01-10","32","29"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-01-11","36","30"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-01-12","43","35"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-01-13","47","42"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-01-14","45","38"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-01-15","43","36"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-01-16","40","36"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-01-17","49","31"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-01-18","42","32"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-01-19","39","27"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-01-20","44","22"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-01-21","43","27"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-01-22","45","38"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-01-23","51","36"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-01-24","59","37"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-01-25","42","30"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-01-26","37","27"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-01-27","46","24"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-01-28","43","27"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-01-29","49","26"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-01-30","54","22"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-01-31","63","35"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-02-01","51","19"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-02-02","34","16"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-02-03","57","22"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-02-04","50","33"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-02-05","57","29"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-02-06","41","23"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-02-07","33","18"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-02-08","49","26"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-02-09","45","27"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-02-10","55","30"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-02-11","52","32"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-02-12","39","33"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-02-13","43","33"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-02-14","43","32"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-02-15","46","32"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-02-16","49","33"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-02-17","46","34"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-02-18","35","18"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-02-19","27","11"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-02-20","40","23"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-02-21","36","30"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-02-22","56","35"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-02-23","37","29"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-02-24","32","22"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-02-25","32","18"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-02-26","29","25"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-02-27","38","25"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-02-28","38","22"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-03-01","50","26"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-03-02","61","31"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-03-03","54","40"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-03-04","42","36"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-03-05","49","36"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-03-06","47","36"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-03-07","57","30"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-03-08","60","36"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-03-09","51","38"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-03-10","44","32"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-03-11","45","32"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-03-12","46","28"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-03-13","35","25"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-03-14","28","20"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-03-15","33","15"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-03-16","46","28"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-03-17","46","33"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-03-18","33","19"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-03-19","37","18"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-03-20","45","29"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-03-21","57","36"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-03-22","56","40"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-03-23","45","43"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-03-24","61","43"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-03-25","55","42"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-03-26","63","37"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-03-27","50","44"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-03-28","60","50"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-03-29","57","50"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-03-30","69","52"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-03-31","65","46"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-04-01","69","49"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-04-02","57","45"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-04-03","52","38"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-04-04","53","37"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-04-05","46","40"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-04-06","51","42"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-04-07","63","35"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-04-08","67","39"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-04-09","60","46"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-04-10","61","49"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-04-11","64","43"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-04-12","63","46"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-04-13","64","41"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-04-14","67","46"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-04-15","79","51"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-04-16","67","57"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-04-17","61","46"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-04-18","66","39"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-04-19","74","47"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-04-20","78","56"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-04-21","65","49"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-04-22","51","39"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-04-23","66","46"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-04-24","66","39"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-04-25","81","55"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-04-26","71","47"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-04-27","62","40"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-04-28","69","42"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-04-29","74","45"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-04-30","75","49"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-05-01","81","53"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-05-02","84","57"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-05-03","75","58"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-05-04","75","58"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-05-05","78","59"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-05-06","80","58"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-05-07","79","59"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-05-08","78","55"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-05-09","80","58"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-05-10","83","61"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-05-11","89","62"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-05-12","82","63"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-05-13","75","58"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-05-14","72","53"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-05-15","82","56"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-05-16","83","62"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-05-17","74","58"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-05-18","65","56"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-05-19","62","56"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-05-20","67","53"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-05-21","68","48"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-05-22","69","52"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-05-23","74","50"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-05-24","81","62"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-05-25","83","67"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-05-26","74","59"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-05-27","83","54"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-05-28","86","65"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-05-29","78","60"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-05-30","74","54"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-05-31","80","60"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-06-01","73","56"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-06-02","72","51"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-06-03","74","57"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-06-04","73","61"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-06-05","81","60"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-06-06","75","57"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-06-07","80","56"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-06-08","84","65"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-06-09","93","71"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-06-10","94","68"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-06-11","87","72"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-06-12","77","66"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-06-13","78","61"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-06-14","81","59"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-06-15","82","66"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-06-16","86","68"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-06-17","88","65"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-06-18","95","71"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-06-19","96","74"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-06-20","92","73"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-06-21","87","72"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-06-22","89","72"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-06-23","86","66"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-06-24","88","61"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-06-25","88","64"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-06-26","90","67"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-06-27","90","68"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-06-28","96","70"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-06-29","90","73"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-06-30","89","72"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-07-01","77","72"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-07-02","80","71"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-07-03","92","73"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-07-04","96","72"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-07-05","96","77"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-07-06","95","76"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-07-07","98","76"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-07-08","100","78"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-07-09","100","76"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-07-10","100","81"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-07-11","98","78"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-07-12","93","76"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-07-13","98","78"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-07-14","97","76"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-07-15","93","76"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-07-16","91","70"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-07-17","90","68"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-07-18","90","68"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-07-19","85","76"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-07-20","96","75"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-07-21","88","72"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-07-22","88","72"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-07-23","90","66"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-07-24","92","66"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-07-25","91","76"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-07-26","87","74"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-07-27","92","76"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-07-28","100","75"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-07-29","99","74"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-07-30","90","72"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-07-31","85","69"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-08-01","93","69"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-08-02","96","72"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-08-03","91","74"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-08-04","93","70"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-08-05","86","67"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-08-06","74","65"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-08-07","82","65"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-08-08","86","65"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-08-09","86","67"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-08-10","86","67"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-08-11","86","66"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-08-12","87","64"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-08-13","89","71"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-08-14","92","71"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-08-15","93","72"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-08-16","90","73"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-08-17","89","71"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-08-18","87","69"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-08-19","86","70"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-08-20","88","71"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-08-21","86","71"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-08-22","84","62"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-08-23","86","66"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-08-24","88","70"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-08-25","93","73"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-08-26","96","77"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-08-27","93","76"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-08-28","95","75"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-08-29","93","77"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-08-30","93","74"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-08-31","93","72"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-09-01","94","75"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-09-02","94","75"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-09-03","96","79"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-09-04","85","73"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-09-05","86","69"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-09-06","88","66"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-09-07","88","71"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-09-08","79","69"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-09-09","84","68"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-09-10","84","65"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-09-11","71","59"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-09-12","80","53"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-09-13","87","64"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-09-14","87","67"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-09-15","92","71"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-09-16","74","66"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-09-17","66","64"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-09-18","75","64"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-09-19","74","58"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-09-20","67","53"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-09-21","74","60"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-09-22","74","61"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-09-23","76","61"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-09-24","73","59"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-09-25","69","57"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-09-26","84","59"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-09-27","79","53"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-09-28","67","47"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-09-29","66","51"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-09-30","59","46"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-10-01","64","41"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-10-02","74","53"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-10-03","68","52"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1993-10-04","75","48"
